name,baseline_wer,baseline_cer,baseline_pmr,baseline_bleu,baseline_cosine,baseline_indobert,final_symspell_wer,final_symspell_cer,final_symspell_pmr,final_symspell_bleu,final_symspell_cosine,final_symspell_indobert,final_llm_wer,final_llm_cer,final_llm_pmr,final_llm_bleu,final_llm_cosine,final_llm_indobert
654,0.048034934497816595,0.035202863961813845,0.40540540540540543,0.935808235357132,0.9886522198960975,"(0.9678369760513306, 0.9646353721618652, 0.9662335515022278)",0.039301310043668124,0.03281622911694511,0.4072398190045249,0.9467704681575418,0.9921811927223426,"(0.968449592590332, 0.9648001194000244, 0.9666213989257812)",0.048034934497816595,0.042362768496420046,0.4,0.9244565827383613,0.9863259427659116,"(0.9619682431221008, 0.9611331224441528, 0.9615504741668701)"
344,0.20125786163522014,0.18843120070113936,0.012578616352201259,0.8311280890452039,0.8874955911243766,"(0.8227231502532959, 0.8817657828330994, 0.8512218594551086)",0.031446540880503145,0.014022787028921999,0.08333333333333333,0.9376204221667708,0.9865992553114681,"(0.9773718118667603, 0.9671696424484253, 0.9722439646720886)",0.0440251572327044,0.018404907975460124,0.08333333333333333,0.9052636897089077,0.9824301105598984,"(0.9754117727279663, 0.9618874192237854, 0.9686023592948914)"
323,0.7851851851851852,0.5695115405260333,0.014814814814814815,0.7224727992772609,0.9675632324985676,"(0.8684009313583374, 0.9004957675933838, 0.8841571807861328)",0.014814814814814815,0.013419216317767043,0.17037037037037037,0.9729428878987685,0.9999999999999999,"(0.9990109205245972, 0.9988909363746643, 0.9989508986473083)",0.08518518518518518,0.026838432635534086,0.11851851851851852,0.8198188113647681,0.9958504530839656,"(0.9792107939720154, 0.9789739847183228, 0.9790924191474915)"
504,0.05,0.03211267605633803,0.08461538461538462,0.9320276827675341,0.9914595777174239,"(0.9737114906311035, 0.9823930859565735, 0.9780330061912537)",0.026923076923076925,0.017464788732394366,0.07692307692307693,0.9475536256340634,0.9928121269601948,"(0.9818361401557922, 0.9820945262908936, 0.9819653034210205)",0.03076923076923077,0.016901408450704224,0.8798449612403101,0.953392538547171,0.9978990439471578,"(0.9935244917869568, 0.9918379783630371, 0.9926804900169373)"
639,0.49606299212598426,0.34585635359116024,0.01834862385321101,0.47020642356094233,0.7128396020158636,"(0.7382977604866028, 0.7675339579582214, 0.7526320815086365)",0.4409448818897638,0.33480662983425413,0.0,0.5380887206351257,0.78925294529997,"(0.8211076855659485, 0.7884694933891296, 0.8044577240943909)",0.3543307086614173,0.312707182320442,0.0,0.6594500858019166,0.8172248512085576,"(0.9012041687965393, 0.8383352756500244, 0.8686336278915405)"
145,0.03202846975088968,0.007297605473204105,0.34759358288770054,0.946226850015772,0.9957007871180678,"(0.9843443632125854, 0.9858989119529724, 0.9851210713386536)",0.06227758007117438,0.011402508551881414,0.10931899641577061,0.8640277774049758,0.8726324640115224,"(0.9649048447608948, 0.9675772786140442, 0.9662392139434814)",0.014234875444839857,0.0011402508551881414,0.04830053667262969,0.9749732617367355,0.9996415759797577,"(1.0, 1.0, 1.0)"
104,0.3684210526315789,0.33410672853828305,0.0,0.7254204378043243,0.8287610384492957,"(0.8470031023025513, 0.9491451382637024, 0.8951697945594788)",0.15789473684210525,0.1925754060324826,1.0,0.8290291181804004,0.8803272641311939,"(0.9749119877815247, 0.8872714042663574, 0.9290294051170349)",0.631578947368421,0.642691415313225,0.0,0.7555651556673314,0.8803272641311939,"(0.9589112997055054, 0.8831753134727478, 0.9194864630699158)"
472,0.07727272727272727,0.0392638036809816,0.0,0.8929062475481303,0.9654010654125313,"(0.9255374670028687, 0.9493303298950195, 0.937282919883728)",0.05,0.006748466257668712,0.42201834862385323,0.8888909257340019,0.9793738921475981,"(0.9804877042770386, 0.9771547913551331, 0.978818416595459)",0.08636363636363636,0.0098159509202454,0.41743119266055045,0.831593940594494,0.9793738921475981,"(0.9820803999900818, 0.9789299368858337, 0.9805026650428772)"
333,0.04954954954954955,0.06407245890640724,0.018018018018018018,0.942779690659631,0.9917974276577051,"(0.9603515863418579, 0.9709993004798889, 0.9656460881233215)",0.006756756756756757,0.0010063737001006373,0.9932432432432432,0.9830020305878809,0.9991465808432867,"(0.9939911961555481, 0.9926720261573792, 0.9933311939239502)",0.018018018018018018,0.0057027843005702785,0.32207207207207206,0.9586247629356697,0.9986563040009332,"(0.9864587783813477, 0.9853730797767639, 0.9859156608581543)"
96,0.04262295081967213,0.040639861651534805,0.003278688524590164,0.9538746010609513,0.9923946661165503,"(0.9499075412750244, 0.9578837156295776, 0.9538789391517639)",0.019672131147540985,0.004755728491137051,0.9835526315789473,0.9603016220872337,0.9917836403352126,"(0.97503662109375, 0.9728729128837585, 0.9739535450935364)",0.036065573770491806,0.00864677907479464,0.6151315789473685,0.9395597470053628,0.9893970576976189,"(0.9745396375656128, 0.9693820476531982, 0.9719540476799011)"
487,0.07909604519774012,0.07569721115537849,0.009416195856873822,0.9649333909045514,0.9935030948581339,"(0.9615917205810547, 0.9643630385398865, 0.9629753828048706)",0.07909604519774012,0.07495019920318725,0.009416195856873822,0.962030880456435,0.9935624392665893,"(0.9617040753364563, 0.9643573760986328, 0.9630289077758789)",0.018832391713747645,0.012201195219123506,0.009416195856873822,0.9747089711554625,0.9944849029618867,"(0.9622007608413696, 0.9649263024330139, 0.9635615944862366)"
412,0.037142857142857144,0.02069504099960953,0.011428571428571429,0.9536388701853248,0.9958365059443048,"(0.9617738127708435, 0.9716022610664368, 0.9666630625724792)",0.03428571428571429,0.019133151112846546,0.011428571428571429,0.9563214251483256,0.9944529790630907,"(0.9687014222145081, 0.9767234921455383, 0.9726959466934204)",0.03428571428571429,0.019133151112846546,0.017142857142857144,0.9563214251483256,0.9963183152902708,"(0.9698473811149597, 0.9775037169456482, 0.9736604690551758)"
316,0.10220994475138122,0.04667124227865477,0.0055248618784530384,0.8721453154853078,0.9680523335381008,"(0.9145692586898804, 0.9239702224731445, 0.919245719909668)",0.994475138121547,0.988675360329444,0.0,7.624825318629725e-28,0.08247396554353734,"(0.4820002317428589, 0.31334102153778076, 0.379787802696228)",0.9751381215469613,0.8136582017844887,0.008928571428571428,0.001214794248944565,0.1007124742215383,"(0.5160571932792664, 0.46430328488349915, 0.48881417512893677)"
401,0.034782608695652174,0.025847759070429216,0.0052173913043478265,0.9584815343093473,0.9942596166795726,"(0.9434846043586731, 0.9606876969337463, 0.9520084261894226)",0.006956521739130435,0.0007114062129475931,0.22782608695652173,0.9851756367347142,1.0,"(1.0, 1.0, 1.0)",0.0052173913043478265,0.0007114062129475931,0.9947826086956522,0.9868934734874262,0.9994480732648936,"(0.9988744854927063, 0.9986104369163513, 0.998742401599884)"
495,0.036613272311212815,0.029013539651837523,0.002288329519450801,0.9474880081715948,0.9870294503261489,"(0.9612127542495728, 0.9672120809555054, 0.9642030596733093)",0.9176201372997712,0.9049000644745325,0.0,8.716798507139192e-06,0.29553921137796657,"(0.592138946056366, 0.5799598693847656, 0.5859861373901367)",0.9290617848970252,0.9016763378465507,0.0,1.0716355179741159e-05,0.29689814700568,"(0.5841616988182068, 0.5662401914596558, 0.5750613808631897)"
417,0.027777777777777776,0.02021018593371059,0.0030864197530864196,0.9728503656004787,0.9967849395032993,"(0.960405707359314, 0.9727715253829956, 0.9665490388870239)",0.018518518518518517,0.002425222312045271,0.9814814814814815,0.9539865022635992,0.9617906070542775,"(0.9743489623069763, 0.9695013761520386, 0.9719191193580627)",0.012345679012345678,0.0012126111560226355,0.9752321981424149,0.9782546101864916,0.9992002435018579,"(0.9950859546661377, 0.9945334792137146, 0.994809627532959)"
420,0.20923913043478262,0.225,0.41847826086956524,0.8588991416965394,0.9796467446574612,"(0.9579902291297913, 0.9669315218925476, 0.9624401330947876)",0.20652173913043478,0.1947761194029851,0.05434782608695652,0.8312698362163773,0.9521596407792517,"(0.9477827548980713, 0.9495382308959961, 0.9486597180366516)",0.19293478260869565,0.21119402985074626,0.04891304347826087,0.9129840253821301,0.9779740128822045,"(0.9362657070159912, 0.9367356896400452, 0.9365007281303406)"
371,0.1716101694915254,0.15604827392646647,0.01694915254237288,0.8736031136202047,0.9764753716545748,"(0.8879780769348145, 0.9048336148262024, 0.8963266015052795)",0.1419491525423729,0.11900084198708953,0.0423728813559322,0.8928032768306109,0.9860127752728011,"(0.954840362071991, 0.953608512878418, 0.9542240500450134)",0.13983050847457626,0.1097389840022453,0.0423728813559322,0.8905670036262865,0.9853330339798456,"(0.9685512781143188, 0.9680517911911011, 0.9683014750480652)"
476,1.001639344262295,0.5057988165680474,0.0,0.0,0.0,"(0.9582341313362122, 0.955203115940094, 0.9567162394523621)",1.0,0.5050887573964497,0.0,0.0,0.0,"(0.9631458520889282, 0.960972249507904, 0.9620578289031982)",1.0,0.5035502958579882,0.0,0.0,0.0,"(0.9617881774902344, 0.9585099220275879, 0.9601462483406067)"
391,1.036281179138322,0.5161669606114051,0.0,0.0,0.0,"(0.9160184860229492, 0.9346718192100525, 0.9252511262893677)",1.0,0.5024985302763081,0.0,0.0,0.0,"(0.9873436689376831, 0.9870815277099609, 0.987212598323822)",1.0,0.5017636684303352,0.0,0.0,0.0,"(0.9879218935966492, 0.9873045086860657, 0.9876131415367126)"
415,0.027777777777777776,0.02,0.021604938271604937,0.9728503656004787,0.9976357019421583,"(0.9652235507965088, 0.9709638357162476, 0.9680851697921753)",0.027777777777777776,0.0036,0.9722222222222222,0.9320063923800672,0.9378633835494299,"(0.9691162109375, 0.9614468812942505, 0.9652662873268127)",0.04938271604938271,0.0124,0.09627329192546584,0.9124530626305705,0.9940537415769418,"(0.9785279035568237, 0.9740142226219177, 0.9762658476829529)"
425,1.0604651162790697,0.5533582089552239,0.0,0.0,0.0,"(0.90191650390625, 0.9188302755355835, 0.9102948307991028)",1.0,0.525,0.0,0.0,0.0,"(0.9153985381126404, 0.9174575805664062, 0.9164268970489502)",1.013953488372093,0.5294776119402985,0.0,0.0,0.0,"(0.936913788318634, 0.9300231337547302, 0.9334557056427002)"
55,0.06542056074766354,0.046067415730337076,0.8271028037383178,0.9117373195636929,0.9868755016163335,"(0.9626075625419617, 0.9812484979629517, 0.9718387126922607)",0.037383177570093455,0.02359550561797753,0.8271028037383178,0.9425818740321771,0.9917380735690537,"(0.9890078902244568, 0.9960335493087769, 0.9925082921981812)",0.06542056074766354,0.028089887640449437,0.8084112149532711,0.8798129010352738,0.9917380735690537,"(0.9720223546028137, 0.9814662337303162, 0.9767215251922607)"
335,0.28346456692913385,0.22279792746113988,0.007874015748031496,0.6583742677093366,0.8903114996561866,"(0.8755071759223938, 0.8934739232063293, 0.8843992948532104)",0.14960629921259844,0.035233160621761656,0.1968503937007874,0.7277893385527989,0.9451316147411842,"(0.9665181636810303, 0.9529036283493042, 0.9596626162528992)",0.2283464566929134,0.043523316062176166,0.023622047244094488,0.6288258900550207,0.9816486138804706,"(0.9683579206466675, 0.950528085231781, 0.9593601822853088)"
387,0.02962962962962963,0.024065740559577383,0.008888888888888889,0.9689489511883961,0.9936426785531738,"(0.9431803226470947, 0.9595017433166504, 0.9512710571289062)",0.002962962962962963,0.0005869692819409117,0.997037037037037,0.9925649689809916,0.9991844127626445,"(0.9968773126602173, 0.9971407651901245, 0.9970090389251709)",0.028148148148148148,0.004500097828213657,0.9718518518518519,0.9372824013623754,0.9989786894394405,"(0.9810978770256042, 0.9817510843276978, 0.9814243912696838)"
334,0.052752293577981654,0.061409630146545706,0.013761467889908258,0.9463209386618587,0.9906496833326851,"(0.9513456225395203, 0.9629701375961304, 0.9571226239204407)",0.0022935779816513763,0.0003489183531053733,0.9977064220183486,0.9942362325066973,0.9996263054893598,"(0.9991434812545776, 0.9990159273147583, 0.999079704284668)",0.0389908256880734,0.0052337752965806,0.01834862385321101,0.9103856950913103,0.9983309992190293,"(0.9893779754638672, 0.9860693216323853, 0.9877209067344666)"
456,0.03592814371257485,0.019169329073482427,0.3081570996978852,0.9471590539788456,0.9968752726672462,"(0.979882538318634, 0.9860676527023315, 0.9829652905464172)",0.03592814371257485,0.003594249201277955,0.3100303951367781,0.9342267400787093,0.9974915631138997,"(0.9806958436965942, 0.9842160940170288, 0.9824528098106384)",0.008982035928143712,0.0011980830670926517,0.9910179640718563,0.9834111916031413,0.9990785397831191,"(0.9985212087631226, 0.9960028529167175, 0.9972604513168335)"
352,0.043010752688172046,0.02641415399950162,0.012544802867383513,0.9396769073175755,0.9971182130871898,"(0.9604943990707397, 0.9656673669815063, 0.9630739092826843)",0.03763440860215054,0.02516820333914777,0.016129032258064516,0.9484412033201649,0.9968492780150808,"(0.9607136845588684, 0.9651867151260376, 0.9629449844360352)",0.05197132616487455,0.02367306254672315,0.010752688172043012,0.9284617474375185,0.9958789992700035,"(0.9607830047607422, 0.9649972319602966, 0.9628854393959045)"
498,0.06827309236947791,0.022739018087855296,0.2891566265060241,0.8941914127818313,0.9905827922585033,"(0.9641415476799011, 0.977430522441864, 0.970740556716919)",0.024096385542168676,0.004134366925064599,0.2891566265060241,0.9522272007528613,0.9999999999999999,"(0.9866001009941101, 0.9887039065361023, 0.9876509308815002)",0.0321285140562249,0.0031007751937984496,0.4349593495934959,0.9369916388837269,0.9999999999999999,"(0.9888235926628113, 0.9891098141670227, 0.988966703414917)"
317,0.2542901716068643,0.18423788729465584,0.0218408736349454,0.9105227081876104,0.9890986251616702,"(0.9533733129501343, 0.954696536064148, 0.9540344476699829)",0.23556942277691106,0.1684341859014348,0.748829953198128,0.926717950906404,0.9827809020641556,"(0.9687713980674744, 0.9632771015167236, 0.966016411781311)",0.24024960998439937,0.1705136202952797,0.025196850393700787,0.9272526361150619,0.9885789059633223,"(0.941349983215332, 0.9051700830459595, 0.9229055643081665)"
400,0.38161993769470404,0.3716092188456047,0.0,0.5808263005473365,0.8871003167964442,"(0.9312041997909546, 0.940371036529541, 0.9357652068138123)",0.3613707165109034,0.3516214562512747,0.9903381642512077,0.5625031552220287,0.9008343879552534,"(0.9978472590446472, 0.9971649646759033, 0.9975059628486633)",0.3598130841121495,0.35366102386294107,0.8385542168674699,0.57027604029321,0.9028246339826185,"(0.9975634813308716, 0.9961053729057312, 0.9968339204788208)"
434,0.017114914425427872,0.018153846153846152,0.9975550122249389,0.9794324243266695,0.9952418585683783,"(0.9957388639450073, 0.9954147338867188, 0.995576798915863)",0.0024449877750611247,0.0003076923076923077,0.9975550122249389,0.993853623006498,0.9987004182710714,"(0.9957388639450073, 0.9954147338867188, 0.995576798915863)",0.017114914425427872,0.0015384615384615385,0.5823095823095823,0.9642861623171609,0.9964307170559008,"(0.9912139177322388, 0.9885225296020508, 0.9898663759231567)"
459,0.0975609756097561,0.06301369863013699,0.5853658536585366,0.8504981742273783,0.9769581834853313,"(0.9680408239364624, 0.9772335290908813, 0.9726154804229736)",0.12195121951219512,0.06575342465753424,0.8170731707317073,0.8147031083251058,0.9387539476806115,"(0.9612919092178345, 0.9703891277313232, 0.9658191204071045)",0.08536585365853659,0.00821917808219178,0.5609756097560976,0.8431320161267831,1.0000000000000002,"(0.9811157584190369, 0.9795240759849548, 0.9803192615509033)"
90,0.04477611940298507,0.04543303360151443,0.014925373134328358,0.95691131866245,0.9893788760094491,"(0.9441898465156555, 0.9634335041046143, 0.9537146687507629)",0.04477611940298507,0.04401325130146711,0.014925373134328358,0.9513249461598008,0.9883452990639233,"(0.9440814256668091, 0.962028443813324, 0.9529704451560974)",0.08208955223880597,0.053005205868433505,0.011194029850746268,0.8835803502693501,0.9874862443348237,"(0.9418193697929382, 0.9607659578323364, 0.951198399066925)"
304,0.06140350877192982,0.0310192023633678,0.015350877192982455,0.9217278769400746,0.9822110665471583,"(0.930974543094635, 0.943700909614563, 0.9372944831848145)",0.021929824561403508,0.002658788774002954,0.9648351648351648,0.9591878221218193,0.9935600081027365,"(0.9755613207817078, 0.9756736159324646, 0.9756174683570862)",0.019736842105263157,0.002658788774002954,0.967032967032967,0.9608122417565724,0.9915352494232756,"(0.9769248962402344, 0.9709417223930359, 0.9739241003990173)"
59,0.0170316301703163,0.012440758293838863,0.25060827250608275,0.979580654043485,0.9978181850514292,"(0.9865359663963318, 0.9910496473312378, 0.9887877106666565)",0.0,0.0,1.0,1.0,1.0000000000000016,"(0.9999998211860657, 0.9999998211860657, 0.9999998211860657)",0.0364963503649635,0.03495260663507109,0.8029197080291971,0.9902018046377713,1.0000000000000016,"(0.995354413986206, 0.9954643249511719, 0.995409369468689)"
