name,baseline_wer,baseline_cer,baseline_pmr,baseline_bleu,baseline_cosine,final_symspell_wer,final_symspell_cer,final_symspell_pmr,final_symspell_bleu,final_symspell_cosine,final_llm_wer,final_llm_cer,final_llm_pmr,final_llm_bleu,final_llm_cosine
162,0.0932475884244373,0.08501026694045175,0.8038585209003215,0.8962911781400772,0.9809043564937475,0.012861736334405145,0.0016427104722792608,0.9871382636655949,0.9675275385418106,0.9930378716803291,0.01929260450160772,0.006160164271047228,0.9839228295819936,0.9611902713380348,0.9986899373841333
273,0.15547024952015356,0.029263612377068843,0.1017274472168906,0.7462116825001145,0.7300059413535857,0.1362763915547025,0.014391940513312544,0.09980806142034548,0.7465478357598975,0.7226110260773089,0.0690978886756238,0.014391940513312544,0.1017274472168906,0.8986158553191586,0.997136021228961
332,0.21304347826086956,0.19657577679137603,0.013043478260869565,0.8015551542990764,0.9533683473062516,0.04782608695652174,0.046924540266328474,0.33043478260869563,0.9477722735505879,0.9858896252003962,0.06956521739130435,0.05326569435637286,0.2391304347826087,0.9033509183829356,0.984665650268515
163,0.0,0.0,1.0,1.0,1.0000000000000007,0.0034482758620689655,0.00044863167339614175,0.996551724137931,0.9913116326190065,0.9981276034520675,0.017241379310344827,0.0026917900403768506,0.9827586206896551,0.9563969591976416,0.9953267531607151
654,0.048034934497816595,0.035202863961813845,0.40540540540540543,0.935808235357132,0.9886522198960975,0.039301310043668124,0.03281622911694511,0.4072398190045249,0.9467704681575418,0.9921811927223426,0.048034934497816595,0.042362768496420046,0.4,0.9244565827383613,0.9863259427659116
344,0.20125786163522014,0.18843120070113936,0.012578616352201259,0.8311280890452039,0.8874955911243766,0.031446540880503145,0.014022787028921999,0.08333333333333333,0.9376204221667708,0.9865992553114681,0.0440251572327044,0.018404907975460124,0.08333333333333333,0.9052636897089077,0.9824301105598984
323,0.7851851851851852,0.5695115405260333,0.014814814814814815,0.7224727992772609,0.9675632324985676,0.014814814814814815,0.013419216317767043,0.17037037037037037,0.9729428878987685,0.9999999999999999,0.08518518518518518,0.026838432635534086,0.11851851851851852,0.8198188113647681,0.9958504530839656
504,0.05,0.03211267605633803,0.08461538461538462,0.9320276827675341,0.9914595777174239,0.026923076923076925,0.017464788732394366,0.07692307692307693,0.9475536256340634,0.9928121269601948,0.03076923076923077,0.016901408450704224,0.8798449612403101,0.953392538547171,0.9978990439471578
639,0.49606299212598426,0.34585635359116024,0.01834862385321101,0.47020642356094233,0.7128396020158636,0.4409448818897638,0.33480662983425413,0.0,0.5380887206351257,0.78925294529997,0.3543307086614173,0.312707182320442,0.0,0.6594500858019166,0.8172248512085576
145,0.03202846975088968,0.007297605473204105,0.34759358288770054,0.946226850015772,0.9957007871180678,0.06227758007117438,0.011402508551881414,0.10931899641577061,0.8640277774049758,0.8726324640115224,0.014234875444839857,0.0011402508551881414,0.04830053667262969,0.9749732617367355,0.9996415759797577
104,0.3684210526315789,0.33410672853828305,0.0,0.7254204378043243,0.8287610384492957,0.15789473684210525,0.1925754060324826,1.0,0.8290291181804004,0.8803272641311939,0.631578947368421,0.642691415313225,0.0,0.7555651556673314,0.8803272641311939
472,0.07727272727272727,0.0392638036809816,0.0,0.8929062475481303,0.9654010654125313,0.05,0.006748466257668712,0.42201834862385323,0.8888909257340019,0.9793738921475981,0.08636363636363636,0.0098159509202454,0.41743119266055045,0.831593940594494,0.9793738921475981
333,0.04954954954954955,0.06407245890640724,0.018018018018018018,0.942779690659631,0.9917974276577051,0.006756756756756757,0.0010063737001006373,0.9932432432432432,0.9830020305878809,0.9991465808432867,0.018018018018018018,0.0057027843005702785,0.32207207207207206,0.9586247629356697,0.9986563040009332
96,0.04262295081967213,0.040639861651534805,0.003278688524590164,0.9538746010609513,0.9923946661165503,0.019672131147540985,0.004755728491137051,0.9835526315789473,0.9603016220872337,0.9917836403352126,0.036065573770491806,0.00864677907479464,0.6151315789473685,0.9395597470053628,0.9893970576976189
487,0.07909604519774012,0.07569721115537849,0.009416195856873822,0.9649333909045514,0.9935030948581339,0.07909604519774012,0.07495019920318725,0.009416195856873822,0.962030880456435,0.9935624392665893,0.018832391713747645,0.012201195219123506,0.009416195856873822,0.9747089711554625,0.9944849029618867
412,0.037142857142857144,0.02069504099960953,0.011428571428571429,0.9536388701853248,0.9958365059443048,0.03428571428571429,0.019133151112846546,0.011428571428571429,0.9563214251483256,0.9944529790630907,0.03428571428571429,0.019133151112846546,0.017142857142857144,0.9563214251483256,0.9963183152902708
316,0.10220994475138122,0.04667124227865477,0.0055248618784530384,0.8721453154853078,0.9680523335381008,0.994475138121547,0.988675360329444,0.0,7.624825318629725e-28,0.08247396554353734,0.9751381215469613,0.8136582017844887,0.008928571428571428,0.001214794248944565,0.1007124742215383
401,0.034782608695652174,0.025847759070429216,0.0052173913043478265,0.9584815343093473,0.9942596166795726,0.006956521739130435,0.0007114062129475931,0.22782608695652173,0.9851756367347142,1.0,0.0052173913043478265,0.0007114062129475931,0.9947826086956522,0.9868934734874262,0.9994480732648936
495,0.036613272311212815,0.029013539651837523,0.002288329519450801,0.9474880081715948,0.9870294503261489,0.9176201372997712,0.9049000644745325,0.0,8.716798507139192e-06,0.29553921137796657,0.9290617848970252,0.9016763378465507,0.0,1.0716355179741159e-05,0.29689814700568
417,0.027777777777777776,0.02021018593371059,0.0030864197530864196,0.9728503656004787,0.9967849395032993,0.018518518518518517,0.002425222312045271,0.9814814814814815,0.9539865022635992,0.9617906070542775,0.012345679012345678,0.0012126111560226355,0.9752321981424149,0.9782546101864916,0.9992002435018579
420,0.20923913043478262,0.225,0.41847826086956524,0.8588991416965394,0.9796467446574612,0.20652173913043478,0.1947761194029851,0.05434782608695652,0.8312698362163773,0.9521596407792517,0.19293478260869565,0.21119402985074626,0.04891304347826087,0.9129840253821301,0.9779740128822045
371,0.1716101694915254,0.15604827392646647,0.01694915254237288,0.8736031136202047,0.9764753716545748,0.1419491525423729,0.11900084198708953,0.0423728813559322,0.8928032768306109,0.9860127752728011,0.13983050847457626,0.1097389840022453,0.0423728813559322,0.8905670036262865,0.9853330339798456
476,1.001639344262295,0.5057988165680474,0.0,0.0,0.0,1.0,0.5050887573964497,0.0,0.0,0.0,1.0,0.5035502958579882,0.0,0.0,0.0
391,1.036281179138322,0.5161669606114051,0.0,0.0,0.0,1.0,0.5024985302763081,0.0,0.0,0.0,1.0,0.5017636684303352,0.0,0.0,0.0
415,0.027777777777777776,0.02,0.021604938271604937,0.9728503656004787,0.9976357019421583,0.027777777777777776,0.0036,0.9722222222222222,0.9320063923800672,0.9378633835494299,0.04938271604938271,0.0124,0.09627329192546584,0.9124530626305705,0.9940537415769418
425,1.0604651162790697,0.5533582089552239,0.0,0.0,0.0,1.0,0.525,0.0,0.0,0.0,1.013953488372093,0.5294776119402985,0.0,0.0,0.0
55,0.06542056074766354,0.046067415730337076,0.8271028037383178,0.9117373195636929,0.9868755016163335,0.037383177570093455,0.02359550561797753,0.8271028037383178,0.9425818740321771,0.9917380735690537,0.06542056074766354,0.028089887640449437,0.8084112149532711,0.8798129010352738,0.9917380735690537
335,0.28346456692913385,0.22279792746113988,0.007874015748031496,0.6583742677093366,0.8903114996561866,0.14960629921259844,0.035233160621761656,0.1968503937007874,0.7277893385527989,0.9451316147411842,0.2283464566929134,0.043523316062176166,0.023622047244094488,0.6288258900550207,0.9816486138804706
387,0.02962962962962963,0.024065740559577383,0.008888888888888889,0.9689489511883961,0.9936426785531738,0.002962962962962963,0.0005869692819409117,0.997037037037037,0.9925649689809916,0.9991844127626445,0.028148148148148148,0.004500097828213657,0.9718518518518519,0.9372824013623754,0.9989786894394405
334,0.052752293577981654,0.061409630146545706,0.013761467889908258,0.9463209386618587,0.9906496833326851,0.0022935779816513763,0.0003489183531053733,0.9977064220183486,0.9942362325066973,0.9996263054893598,0.0389908256880734,0.0052337752965806,0.01834862385321101,0.9103856950913103,0.9983309992190293
456,0.03592814371257485,0.019169329073482427,0.3081570996978852,0.9471590539788456,0.9968752726672462,0.03592814371257485,0.003594249201277955,0.3100303951367781,0.9342267400787093,0.9974915631138997,0.008982035928143712,0.0011980830670926517,0.9910179640718563,0.9834111916031413,0.9990785397831191
352,0.043010752688172046,0.02641415399950162,0.012544802867383513,0.9396769073175755,0.9971182130871898,0.03763440860215054,0.02516820333914777,0.016129032258064516,0.9484412033201649,0.9968492780150808,0.05197132616487455,0.02367306254672315,0.010752688172043012,0.9284617474375185,0.9958789992700035
498,0.06827309236947791,0.022739018087855296,0.2891566265060241,0.8941914127818313,0.9905827922585033,0.024096385542168676,0.004134366925064599,0.2891566265060241,0.9522272007528613,0.9999999999999999,0.0321285140562249,0.0031007751937984496,0.4349593495934959,0.9369916388837269,0.9999999999999999
317,0.2542901716068643,0.18423788729465584,0.0218408736349454,0.9105227081876104,0.9890986251616702,0.23556942277691106,0.1684341859014348,0.748829953198128,0.926717950906404,0.9827809020641556,0.24024960998439937,0.1705136202952797,0.025196850393700787,0.9272526361150619,0.9885789059633223
400,0.38161993769470404,0.3716092188456047,0.0,0.5808263005473365,0.8871003167964442,0.3613707165109034,0.3516214562512747,0.9903381642512077,0.5625031552220287,0.9008343879552534,0.3598130841121495,0.35366102386294107,0.8385542168674699,0.57027604029321,0.9028246339826185
434,0.017114914425427872,0.018153846153846152,0.9975550122249389,0.9794324243266695,0.9952418585683783,0.0024449877750611247,0.0003076923076923077,0.9975550122249389,0.993853623006498,0.9987004182710714,0.017114914425427872,0.0015384615384615385,0.5823095823095823,0.9642861623171609,0.9964307170559008
459,0.0975609756097561,0.06301369863013699,0.5853658536585366,0.8504981742273783,0.9769581834853313,0.12195121951219512,0.06575342465753424,0.8170731707317073,0.8147031083251058,0.9387539476806115,0.08536585365853659,0.00821917808219178,0.5609756097560976,0.8431320161267831,1.0000000000000002
90,0.04477611940298507,0.04543303360151443,0.014925373134328358,0.95691131866245,0.9893788760094491,0.04477611940298507,0.04401325130146711,0.014925373134328358,0.9513249461598008,0.9883452990639233,0.08208955223880597,0.053005205868433505,0.011194029850746268,0.8835803502693501,0.9874862443348237
304,0.06140350877192982,0.0310192023633678,0.015350877192982455,0.9217278769400746,0.9822110665471583,0.021929824561403508,0.002658788774002954,0.9648351648351648,0.9591878221218193,0.9935600081027365,0.019736842105263157,0.002658788774002954,0.967032967032967,0.9608122417565724,0.9915352494232756
59,0.0170316301703163,0.012440758293838863,0.25060827250608275,0.979580654043485,0.9978181850514292,0.0,0.0,1.0,1.0,1.0000000000000016,0.0364963503649635,0.03495260663507109,0.8029197080291971,0.9902018046377713,1.0000000000000016
402,0.08211143695014662,0.040943789035392086,0.002932551319648094,0.881234127774749,0.9636266017835157,0.08211143695014662,0.040249826509368494,0.2,0.8667447434381712,0.963356245137744,0.05865102639296188,0.03678001387925052,0.2018348623853211,0.9136534514088872,0.9786869033885247
71,1.0051546391752577,0.543033577769201,0.0,0.0,0.0,1.0,0.9895793130065612,0.0,0.0,0.0,1.0,0.8587417985333848,0.0,0.0,0.0
460,0.1222707423580786,0.11271259729028539,0.013100436681222707,0.8860559506219521,0.9562347698270108,0.08951965065502183,0.0807149034303834,0.013100436681222707,0.9101268705477741,0.9695783560375344,0.10262008733624454,0.08330931104064572,0.013100436681222707,0.8982467248700171,0.9656378206517942
80,0.02413793103448276,0.025023169601482854,0.027586206896551724,0.9667321620626343,0.9911525736197714,0.017241379310344827,0.003243744207599629,0.9827586206896551,0.9643344083628421,0.9955805229550776,0.03103448275862069,0.005097312326227989,0.9689655172413794,0.9239424104751073,0.9962222513473439
413,0.05177993527508091,0.02381947346427079,0.009708737864077669,0.9284773582286608,0.993286634009138,0.045307443365695796,0.0062682824905975765,0.35714285714285715,0.8922019972782921,0.9391453742294873,0.038834951456310676,0.0058503969912244045,0.36482084690553745,0.9062823657916321,0.95576079908853
70,0.11409395973154363,0.05536757920639803,0.14988814317673377,0.8242965798569382,0.9864275731955402,0.9955257270693513,0.990772070132267,0.0,5.3669152627257626e-34,0.023158865856520654,0.9798657718120806,0.8351276530298369,0.0,0.00029769157324602323,0.09485574859085631
457,0.029411764705882353,0.019303399076793955,0.4752475247524752,0.9671032741380313,0.9944770151364885,0.06209150326797386,0.03357112882920688,0.45514950166112955,0.9217806405335962,0.9830109927592788,0.06535947712418301,0.058749475451112046,0.0,0.9137413547024588,0.9900709723891975
68,1.0455764075067024,0.5166340508806262,0.0,0.0,0.0,1.0,0.710806697108067,0.0,0.0,0.0,1.0,0.7101543813872581,0.0,0.0,0.0
83,0.04866180048661801,0.03571428571428571,0.019464720194647202,0.9451154258194298,0.9907064504906725,0.0267639902676399,0.005782312925170068,0.03178484107579462,0.949755531415783,0.9892326762976446,0.0340632603406326,0.004081632653061225,0.036585365853658534,0.9442184636199027,0.9925391116349622
384,0.07222222222222222,0.028772164603546337,0.008333333333333333,0.8872756471878711,0.9836430884121713,0.030555555555555555,0.0036801605888256944,0.8277777777777777,0.9334926702671881,0.9915281267578767,0.06944444444444445,0.017397122783539644,0.028901734104046242,0.8872085658919775,0.9871007149203587
305,0.06614785992217899,0.03475195164945857,0.005836575875486381,0.9172154347345373,0.9905570107704531,0.033073929961089495,0.010073029463611181,0.46771037181996084,0.9381736048897032,0.9923099403208318,0.017509727626459144,0.006799294887937547,0.484251968503937,0.9706391657605912,0.9966578509839574
389,0.033807829181494664,0.027689514298683614,0.008896797153024912,0.9672129906445354,0.9912285421970428,0.0035587188612099642,0.00045392646391284613,0.99644128113879,0.9910632986444198,0.9976120990336117,0.010676156583629894,0.0022696323195642307,0.9893238434163701,0.9744971198793285,0.9961219218783779
432,0.018480492813141684,0.0174403005097934,0.15195071868583163,0.9741901658513454,0.9976380780830593,0.004106776180698152,0.0010732492621411322,0.9486652977412731,0.9897011076945336,0.9991336168675873,0.02053388090349076,0.00348806010195868,0.21765913757700206,0.9649394191763623,1.0000000000000007
88,0.1037037037037037,0.07135777998017839,0.018518518518518517,0.8844411001848973,0.9888257665354683,0.1037037037037037,0.06987115956392467,0.018518518518518517,0.878406292333212,0.9883092739879115,0.05925925925925926,0.04806739345887017,0.011111111111111112,0.9290828094872342,0.9898261586171907
458,0.04304635761589404,0.021798365122615803,0.3511705685618729,0.9381770435848027,0.9912299981819583,0.039735099337748346,0.004087193460490463,0.35906040268456374,0.9246316606168234,0.9891450552854989,0.019867549668874173,0.0018165304268846503,0.45484949832775917,0.9674827640322748,0.9999999999999998
103,0.05194805194805195,0.038174273858921165,0.003246753246753247,0.9309836920288965,0.9813775318903297,0.01948051948051948,0.0033195020746887966,0.4642857142857143,0.9508851677920601,0.9930050235773319,0.06168831168831169,0.0053941908713692945,0.4642857142857143,0.8963490705941203,0.9974576642419362
418,0.11469534050179211,0.032907662082514735,0.014336917562724014,0.8262965968449603,0.9927355466577616,0.11469534050179211,0.04862475442043222,0.0149812734082397,0.8341636732996245,0.9530152140227026,0.1111111111111111,0.046660117878192534,0.007518796992481203,0.8479736094767563,0.9901402581999611
53,0.818407960199005,0.3566099671739779,0.015267175572519083,0.09527046127262527,0.38093649580314076,0.746268656716418,0.3267681289167413,0.021108179419525065,0.11365807171218531,0.42097497951939666,0.09950248756218906,0.057594747836466724,0.014925373134328358,0.8355210042236371,0.9678680159916018
77,0.0694006309148265,0.033732800710164226,0.08832807570977919,0.9185948330678073,0.9953202662670675,0.0694006309148265,0.045272969374167776,0.0,0.8829319823575277,0.9851840043852551,0.15141955835962145,0.0559254327563249,0.016181229773462782,0.7911746347577014,0.9908943930304001
86,0.05394190871369295,0.05151354221986192,0.016597510373443983,0.9423132910565524,0.9885201211894379,0.05394190871369295,0.04992033988316516,0.016597510373443983,0.9360412992187023,0.987595698790756,0.07883817427385892,0.050982474774296335,0.016597510373443983,0.9045263088536819,0.9590858402706283
54,0.01485148514851485,0.01257071024512885,1.0,0.9853120066582289,0.9981074880563813,0.0,0.0,1.0,1.0,0.9999999999999903,0.0,0.0,1.0,1.0,0.9999999999999903
507,0.22807017543859648,0.13131313131313133,0.0,0.7296134255536699,0.9526027381125693,0.09649122807017543,0.013468013468013467,0.415929203539823,0.8159470024494894,0.9906813111229177,0.16666666666666666,0.16161616161616163,0.0,0.7378508992722707,0.9637316570022864
327,0.056179775280898875,0.06553030303030304,0.016853932584269662,0.9390417172937009,0.9802369979196122,0.0056179775280898875,0.0007575757575757576,0.9943820224719101,0.9858551279343912,0.9979099501525026,0.016853932584269662,0.0026515151515151517,0.8676056338028169,0.9617444903618352,0.9967657006366419
187,0.002150537634408602,0.000275027502750275,0.9978494623655914,0.9945974500303164,0.9996042045317657,0.0064516129032258064,0.0008250825082508251,0.9935483870967742,0.9837743161465883,0.9980342596256507,0.01935483870967742,0.0022002200220022,0.4525862068965517,0.9664577448012687,0.9976908669521826
615,0.13013698630136986,0.042632066728452274,0.1506849315068493,0.8151308719153181,0.9634848254337434,0.0684931506849315,0.009267840593141797,0.1527777777777778,0.8668884326519657,0.9774809610150434,0.1095890410958904,0.020389249304911955,0.007142857142857143,0.791737249190177,0.9939955006441392
1,0.0711864406779661,0.033340792123517565,0.015254237288135594,0.899298780132019,0.9882206768552626,0.0711864406779661,0.03356455582904453,0.015254237288135594,0.899298780132019,0.9882206768552626,0.08135593220338982,0.034459610651152384,0.001694915254237288,0.8948271515134731,0.9857394874915111
295,0.1327683615819209,0.011865524060646011,0.06779661016949153,0.7972295780353535,0.9596702314825353,0.15254237288135594,0.016809492419248517,0.062146892655367235,0.7613967854020722,0.9558561458689389,0.12429378531073447,0.012195121951219513,0.07062146892655367,0.8004111869922123,0.9703223469523797
244,0.0413625304136253,0.011292346298619825,0.31295843520782396,0.9143164517324891,0.9784905928243646,0.043795620437956206,0.01191969887076537,0.3105134474327628,0.908084552876069,0.9772215985701669,0.0170316301703163,0.004705144291091593,0.32195121951219513,0.9669035827862036,0.9948639489040753
286,0.013513513513513514,0.00101010101010101,0.6027027027027027,0.9742886377618974,1.0000000000000007,0.016216216216216217,0.00202020202020202,0.6,0.96749808817486,0.9989674032190113,0.016216216216216217,0.00202020202020202,0.6,0.96749808817486,0.9989674032190113
8,0.021505376344086023,0.003288700963119568,0.3064516129032258,0.9562811104953071,0.9987865870103111,0.023297491039426525,0.0037585153864223633,0.3064516129032258,0.9517501287787913,0.998181935186566,0.03942652329749104,0.03476626732440686,0.008992805755395683,0.984698367269448,0.9993955486289433
120,0.9721254355400697,0.8755980861244019,0.003484320557491289,0.4703546123954916,0.797755282923167,0.11846689895470383,0.06650717703349282,0.003484320557491289,0.8424157857248442,0.9469113889394197,0.0975609756097561,0.06555023923444976,0.006968641114982578,0.8737528869046776,0.9835277419452569
5,0.028419182948490232,0.004450691028343875,0.8525754884547069,0.9390361821151684,0.994379785520845,0.03374777975133215,0.0053876786132583745,0.8472468916518651,0.9309812096987775,0.9925671633750351,0.010657193605683837,0.0021082220660576245,0.6465364120781527,0.9830507170195543,0.997277176156543
586,0.44155844155844154,0.28422876949740034,0.01948051948051948,0.6665942836310025,0.9138025772949553,0.14285714285714285,0.1412478336221837,0.02702702702702703,0.8975475491659912,0.9709642772733731,0.06493506493506493,0.053726169844020795,0.033783783783783786,0.9241651770413092,0.9800551702502952
177,0.043859649122807015,0.006036684467146506,0.05789473684210526,0.9080016027535631,0.9758091879990292,0.04035087719298246,0.006036684467146506,0.05789473684210526,0.9164314094068005,0.9766578158636914,0.015789473684210527,0.0025539818899465985,0.3017543859649123,0.9687448225183248,0.9959502850854034
47,0.12244897959183673,0.038549793483249196,0.23809523809523808,0.7935803022988323,0.9928108437299107,0.15306122448979592,0.04910509407985315,0.23129251700680273,0.7167595334161441,0.7144795975785219,0.09863945578231292,0.029371271225332722,0.23809523809523808,0.8216137749514438,0.986921716475195
471,0.13304721030042918,0.11815068493150685,0.008583690987124463,0.8761570131764607,0.9732476601794467,0.012875536480686695,0.00228310502283105,0.2703862660944206,0.9675619206465156,0.9880083278990168,0.034334763948497854,0.005136986301369863,0.26609442060085836,0.9217055938684582,1.0000000000000004
494,0.023076923076923078,0.012924071082390954,0.0019230769230769232,0.96783855523878,0.9963820016098438,1.0,0.9859989229940764,0.0,0.0,0.0,1.0,0.9857296715131934,0.0,0.0,0.0
658,0.027777777777777776,0.017349397590361446,0.01048951048951049,0.9632660217336463,0.9972182669328677,0.024305555555555556,0.015903614457831325,0.010526315789473684,0.96325434333477,0.9976741983904774,0.024305555555555556,0.020240963855421686,0.02127659574468085,0.9701994468532177,0.9960486481968823
535,0.3333333333333333,0.2465753424657534,0.041666666666666664,0.7284360680230404,0.8515956513889446,0.09722222222222222,0.07990867579908675,0.013888888888888888,0.891478966260291,0.9016679474579629,0.1111111111111111,0.10273972602739725,0.0,0.862106976308922,0.962354827033845
450,0.05307855626326964,0.017930629041740153,0.04103671706263499,0.9218916290096384,0.9871597191634809,0.08280254777070063,0.03380364491475603,0.049217002237136466,0.8819304308257361,0.9852354430556888,0.055201698513800426,0.031452087007642564,0.015384615384615385,0.9350650184054006,0.9886999800983788
