name,baseline_wer,baseline_cer,baseline_pmr,baseline_bleu,baseline_cosine,baseline_indobert,final_symspell_wer,final_symspell_cer,final_symspell_pmr,final_symspell_bleu,final_symspell_cosine,final_symspell_indobert,final_llm_wer,final_llm_cer,final_llm_pmr,final_llm_bleu,final_llm_cosine,final_llm_indobert,baseline_indobert_P,baseline_indobert_R,baseline_indobert_F1,final_symspell_indobert_P,final_symspell_indobert_R,final_symspell_indobert_F1,final_llm_indobert_P,final_llm_indobert_R,final_llm_indobert_F1,baseline_jw,final_symspell_jw,final_llm_jw
332,0.2130434782608695,0.196575776791376,0.0130434782608695,0.8015551542990764,0.9533683473062516,"(0.8885847330093384, 0.927821159362793, 0.9077791571617126)",0.0478260869565217,0.0469245402663284,0.3304347826086956,0.947772273550588,0.9858896252003962,"(0.9706389307975769, 0.967741847038269, 0.9691882133483887)",0.0695652173913043,0.0488268864933417,0.2217391304347826,0.9196318256098844,0.984665650268515,"(0.963361918926239, 0.9630032777786255, 0.9631825685501099)",0.8885847330093384,0.927821159362793,0.9077791571617126,0.9706389307975768,0.967741847038269,0.9691882133483888,0.963361918926239,0.9630032777786256,0.96318256855011,0.7909379408129827,0.9236926794813544,0.917974596952403
163,0.0,0.0,1.0,1.0,1.0000000000000009,"(1.0, 1.0, 1.0)",0.0034482758620689,0.0004486316733961,0.996551724137931,0.9913116326190065,0.9981276034520676,"(0.9985418319702148, 0.9985292553901672, 0.9985355734825134)",0.0103448275862068,0.0017945266935845,0.9896551724137932,0.9738874090060408,0.9953267531607152,"(0.9864809513092041, 0.9785081148147583, 0.9824783802032471)",1.0,1.0,1.0,0.9985418319702148,0.9985292553901672,0.9985355734825134,0.986480951309204,0.9785081148147584,0.9824783802032472,1.0,0.9356373831805811,0.9217586361597129
654,0.0480349344978165,0.0352028639618138,0.4054054054054054,0.935808235357132,0.9886522198960976,"(0.9678369760513306, 0.9646353721618652, 0.9662335515022278)",0.0393013100436681,0.0328162291169451,0.4072398190045249,0.9467704681575418,0.9921811927223426,"(0.968449592590332, 0.9648001194000244, 0.9666213989257812)",0.0393013100436681,0.0328162291169451,0.4072398190045249,0.9467704681575418,0.9921811927223426,"(0.968449592590332, 0.9648001194000244, 0.9666213989257812)",0.9678369760513306,0.9646353721618652,0.9662335515022278,0.968449592590332,0.9648001194000244,0.9666213989257812,0.968449592590332,0.9648001194000244,0.9666213989257812,0.9369287300645542,0.9379154710180669,0.9379154710180669
344,0.2012578616352201,0.1884312007011393,0.0125786163522012,0.8311280890452039,0.8874955911243766,"(0.8227231502532959, 0.8817657828330994, 0.8512218594551086)",0.0314465408805031,0.0140227870289219,0.0833333333333333,0.9376204221667708,0.986599255311468,"(0.9773718118667603, 0.9671696424484253, 0.9722439646720886)",0.0314465408805031,0.0157756354075372,0.0833333333333333,0.9376204221667708,0.986599255311468,"(0.970797061920166, 0.9584745168685913, 0.9645964503288269)",0.8227231502532959,0.8817657828330994,0.8512218594551086,0.9773718118667604,0.9671696424484252,0.9722439646720886,0.970797061920166,0.9584745168685912,0.9645964503288268,0.7934821013842677,0.9123954425942156,0.9122907984800345
323,0.7851851851851852,0.5695115405260333,0.0148148148148148,0.7224727992772609,0.9675632324985676,"(0.8684009313583374, 0.9004957675933838, 0.8841571807861328)",0.0148148148148148,0.013419216317767,0.1703703703703703,0.9729428878987684,1.0,"(0.9990109205245972, 0.9988909363746643, 0.9989508986473083)",0.0333333333333333,0.0187869028448738,0.1185185185185185,0.9267458297382752,0.9958504530839656,"(0.9864643812179565, 0.9841782450675964, 0.9853200316429138)",0.8684009313583374,0.9004957675933838,0.8841571807861328,0.9990109205245972,0.9988909363746644,0.9989508986473083,0.9864643812179564,0.9841782450675964,0.9853200316429138,0.805798002866848,0.9056361284466653,0.9163760890210166
504,0.05,0.032112676056338,0.0846153846153846,0.932027682767534,0.991459577717424,"(0.9737114906311035, 0.9823930859565735, 0.9780330061912537)",0.0269230769230769,0.0174647887323943,0.0769230769230769,0.9475536256340634,0.9928121269601948,"(0.9818361401557922, 0.9820945262908936, 0.9819653034210205)",0.0192307692307692,0.016338028169014,0.0769230769230769,0.9640899409867368,0.998559163742152,"(0.9835906624794006, 0.983976423740387, 0.983783483505249)",0.9737114906311036,0.9823930859565736,0.9780330061912536,0.9818361401557922,0.9820945262908936,0.9819653034210204,0.9835906624794006,0.983976423740387,0.983783483505249,0.9099737523048078,0.9132085419474412,0.9133214083315475
639,0.4960629921259842,0.3458563535911602,0.018348623853211,0.4702064235609423,0.7128396020158636,"(0.7382977604866028, 0.7675339579582214, 0.7526320815086365)",0.4409448818897638,0.3348066298342541,0.0,0.5380887206351257,0.78925294529997,"(0.8211076855659485, 0.7884694933891296, 0.8044577240943909)",0.3858267716535433,0.3237569060773481,0.0101010101010101,0.6326837027584907,0.8530515305471773,"(0.8815608620643616, 0.8266145586967468, 0.8532040119171143)",0.7382977604866028,0.7675339579582214,0.7526320815086365,0.8211076855659485,0.7884694933891296,0.8044577240943909,0.8815608620643616,0.8266145586967468,0.8532040119171143,0.779966494621612,0.7644465830885311,0.7698694482950036
145,0.0320284697508896,0.0072976054732041,0.3475935828877005,0.946226850015772,0.9957007871180678,"(0.9843443632125854, 0.9858989119529724, 0.9851210713386536)",0.0622775800711743,0.0114025085518814,0.1093189964157706,0.8640277774049758,0.8726324640115224,"(0.9649048447608948, 0.9675772786140442, 0.9662392139434814)",0.0071174377224199,0.0006841505131128,0.1051693404634581,0.9848077479400726,0.9992830482275284,"(0.9989041090011597, 0.9990416765213013, 0.9989728927612305)",0.9843443632125854,0.9858989119529724,0.9851210713386536,0.9649048447608948,0.9675772786140442,0.9662392139434814,0.9989041090011596,0.9990416765213012,0.9989728927612304,0.9099061123882429,0.9128094624314528,0.9159288933113436
104,0.3684210526315789,0.334106728538283,0.0,0.7254204378043243,0.8287610384492957,"(0.8470031023025513, 0.9491451382637024, 0.8951697945594788)",0.1578947368421052,0.1925754060324826,1.0,0.8290291181804004,0.8803272641311939,"(0.9749119877815247, 0.8872714042663574, 0.9290294051170349)",0.1578947368421052,0.1925754060324826,1.0,0.8290291181804004,0.8803272641311939,"(0.9749119877815247, 0.8872714042663574, 0.9290294051170349)",0.8470031023025513,0.9491451382637024,0.8951697945594788,0.9749119877815248,0.8872714042663574,0.9290294051170348,0.9749119877815248,0.8872714042663574,0.9290294051170348,0.764162883755338,0.9614849187935035,0.9614849187935035
472,0.0772727272727272,0.0392638036809816,0.0,0.8929062475481303,0.9654010654125312,"(0.9255374670028687, 0.9493303298950195, 0.937282919883728)",0.05,0.0067484662576687,0.4220183486238532,0.8888909257340019,0.979373892147598,"(0.9804877042770386, 0.9771547913551331, 0.978818416595459)",0.0727272727272727,0.007361963190184,0.4266055045871559,0.8621378920153168,0.9889938514322562,"(0.983860969543457, 0.9811666011810303, 0.9825119376182556)",0.9255374670028688,0.9493303298950196,0.937282919883728,0.9804877042770386,0.9771547913551332,0.978818416595459,0.983860969543457,0.9811666011810304,0.9825119376182556,0.8297747355773607,0.9398848018493529,0.9401508061470655
333,0.0495495495495495,0.0640724589064072,0.018018018018018,0.942779690659631,0.9917974276577052,"(0.9603515863418579, 0.9709993004798889, 0.9656460881233215)",0.0067567567567567,0.0010063737001006,0.9932432432432432,0.9830020305878808,0.9991465808432868,"(0.9939911961555481, 0.9926720261573792, 0.9933311939239502)",0.0135135135135135,0.0030191211003019,0.9864864864864864,0.9693760775507656,0.9949312761021608,"(0.9952778816223145, 0.9934273362159729, 0.9943518042564392)",0.960351586341858,0.9709993004798888,0.9656460881233216,0.993991196155548,0.9926720261573792,0.9933311939239502,0.9952778816223145,0.9934273362159728,0.9943518042564392,0.8272951968886879,0.9309837316994428,0.9093364294514094
96,0.0426229508196721,0.0406398616515348,0.0032786885245901,0.9538746010609512,0.9923946661165504,"(0.9499075412750244, 0.9578837156295776, 0.9538789391517639)",0.0196721311475409,0.004755728491137,0.9835526315789472,0.9603016220872336,0.9917836403352126,"(0.97503662109375, 0.9728729128837585, 0.9739535450935364)",0.0229508196721311,0.004755728491137,0.9802631578947368,0.9519842911180348,0.9898291024605794,"(0.9747270941734314, 0.9692912101745605, 0.9720015525817871)",0.9499075412750244,0.9578837156295776,0.953878939151764,0.97503662109375,0.9728729128837584,0.9739535450935364,0.9747270941734314,0.9692912101745604,0.9720015525817872,0.8296085016341883,0.8935931298796529,0.9583381888731789
487,0.0790960451977401,0.0756972111553784,0.0094161958568738,0.9649333909045514,0.993503094858134,"(0.9615917205810547, 0.9643630385398865, 0.9629753828048706)",0.0790960451977401,0.0749501992031872,0.0094161958568738,0.962030880456435,0.9935624392665892,"(0.9617040753364563, 0.9643573760986328, 0.9630289077758789)",0.0790960451977401,0.0744521912350597,0.0094161958568738,0.9653104463237014,0.9945488411019088,"(0.943860650062561, 0.9459169507026672, 0.944887638092041)",0.9615917205810548,0.9643630385398864,0.9629753828048706,0.9617040753364564,0.9643573760986328,0.9630289077758788,0.943860650062561,0.9459169507026672,0.944887638092041,0.8410184804039275,0.8419257076404705,0.8392715543601295
412,0.0371428571428571,0.0206950409996095,0.0114285714285714,0.9536388701853248,0.9958365059443048,"(0.9617738127708435, 0.9716022610664368, 0.9666630625724792)",0.0342857142857142,0.0191331511128465,0.0114285714285714,0.9563214251483256,0.9944529790630908,"(0.9687014222145081, 0.9767234921455383, 0.9726959466934204)",0.0342857142857142,0.0191331511128465,0.0171428571428571,0.9563214251483256,0.99539903047697,"(0.9665065407752991, 0.9744418263435364, 0.9704579710960388)",0.9617738127708436,0.9716022610664368,0.9666630625724792,0.968701422214508,0.9767234921455384,0.9726959466934204,0.9665065407752992,0.9744418263435364,0.9704579710960388,0.8374378271340163,0.8383198829770828,0.8374133813877983
316,0.1022099447513812,0.0466712422786547,0.005524861878453,0.8721453154853078,0.9680523335381008,"(0.9145692586898804, 0.9239702224731445, 0.919245719909668)",0.994475138121547,0.988675360329444,0.0,7.624825318629725e-28,0.0824739655435373,"(0.4820002317428589, 0.31334102153778076, 0.379787802696228)",0.994475138121547,0.988675360329444,0.0,7.624825318629725e-28,0.0824739655435373,"(0.4820002317428589, 0.31334102153778076, 0.379787802696228)",0.9145692586898804,0.9239702224731444,0.919245719909668,0.4820002317428589,0.3133410215377807,0.379787802696228,0.4820002317428589,0.3133410215377807,0.379787802696228,0.8339936889190388,0.5088253849406904,0.5088253849406904
401,0.0347826086956521,0.0258477590704292,0.0052173913043478,0.9584815343093472,0.9942596166795726,"(0.9434846043586731, 0.9606876969337463, 0.9520084261894226)",0.0069565217391304,0.0007114062129475,0.2278260869565217,0.9851756367347142,1.0,"(1.0, 1.0, 1.0)",0.0052173913043478,0.0007114062129475,0.9947826086956522,0.9868934734874262,0.9994480732648936,"(0.9988744854927063, 0.9986104369163513, 0.998742401599884)",0.9434846043586732,0.9606876969337464,0.9520084261894226,1.0,1.0,1.0,0.9988744854927064,0.9986104369163512,0.998742401599884,0.8360418059207723,0.9221352875792772,0.999525504103776
495,0.0366132723112128,0.0290135396518375,0.0022883295194508,0.9474880081715948,0.9870294503261487,"(0.9612127542495728, 0.9672120809555054, 0.9642030596733093)",0.9176201372997712,0.9049000644745324,0.0,8.716798507139192e-06,0.2955392113779665,"(0.592138946056366, 0.5799598693847656, 0.5859861373901367)",0.919908466819222,0.9052224371373307,0.0,8.655624212112513e-06,0.2955392113779665,"(0.5872579216957092, 0.5745631456375122, 0.5808411836624146)",0.9612127542495728,0.9672120809555054,0.9642030596733092,0.592138946056366,0.5799598693847656,0.5859861373901367,0.5872579216957092,0.5745631456375122,0.5808411836624146,0.8327404141362281,0.5425770709458653,0.5419425711978904
417,0.0277777777777777,0.0202101859337105,0.0030864197530864,0.9728503656004788,0.9967849395032992,"(0.960405707359314, 0.9727715253829956, 0.9665490388870239)",0.0185185185185185,0.0024252223120452,0.9814814814814816,0.9539865022635992,0.9617906070542775,"(0.9743489623069763, 0.9695013761520386, 0.9719191193580627)",0.0030864197530864,0.0004042037186742,0.9969135802469136,0.992229799137028,0.999200243501858,"(0.9950960874557495, 0.994611382484436, 0.994853675365448)",0.960405707359314,0.9727715253829956,0.966549038887024,0.9743489623069764,0.9695013761520386,0.9719191193580629,0.9950960874557496,0.994611382484436,0.994853675365448,0.8387214350961569,0.9043771921664402,0.9897291066885336
