name,baseline_wer,baseline_cer,baseline_pmr,llm_wer,llm_cer,llm_pmr
352,0.043010752688172046,0.02641415399950162,0.012544802867383513,0.04121863799283154,0.01769249937702467,0.007168458781362007
498,0.06827309236947791,0.022739018087855296,0.2891566265060241,0.0642570281124498,0.020155038759689922,0.42570281124497994
317,0.2542901716068643,0.18423788729465584,0.0218408736349454,0.054602184087363496,0.029527968392597213,0.0202808112324493
400,0.38161993769470404,0.3716092188456047,0.0,0.38317757009345793,0.37426065674077097,0.0
434,0.017114914425427872,0.018153846153846152,0.9975550122249389,0.03667481662591687,0.02,0.5794621026894865
459,0.0975609756097561,0.06301369863013699,0.5853658536585366,0.13414634146341464,0.06712328767123288,0.573170731707317
90,0.04477611940298507,0.04543303360151443,0.014925373134328358,0.06716417910447761,0.047326076668244205,0.014925373134328358
304,0.06140350877192982,0.0310192023633678,0.015350877192982455,0.06140350877192982,0.031610044313146235,0.013157894736842105
59,0.0170316301703163,0.012440758293838863,0.25060827250608275,0.014598540145985401,0.011848341232227487,1.0
402,0.08211143695014662,0.040943789035392086,0.002932551319648094,0.06451612903225806,0.037820957668285915,0.002932551319648094
71,1.0051546391752577,0.543033577769201,0.0,1.0,0.5422616750289464,0.0
460,0.1222707423580786,0.11271259729028539,0.013100436681222707,0.1222707423580786,0.10867685211876621,0.013100436681222707
80,0.02413793103448276,0.025023169601482854,0.027586206896551724,0.06896551724137931,0.032900834105653386,0.027586206896551724
413,0.05177993527508091,0.02381947346427079,0.009708737864077669,0.07119741100323625,0.027162557459256165,0.003236245954692557
70,0.11409395973154363,0.05536757920639803,0.14988814317673377,0.08501118568232663,0.032297754537065515,0.3243847874720358
457,0.029411764705882353,0.019303399076793955,0.4752475247524752,0.016339869281045753,0.018464120856063786,0.9901960784313726
68,1.0455764075067024,0.5166340508806262,0.0,1.03485254691689,0.5146771037181996,0.0
83,0.04866180048661801,0.03571428571428571,0.019464720194647202,0.06082725060827251,0.036734693877551024,0.0170316301703163
384,0.07222222222222222,0.028772164603546337,0.008333333333333333,0.1,0.04014720642355303,0.06963788300835655
305,0.06614785992217899,0.03475195164945857,0.005836575875486381,0.048638132295719845,0.030219088390833544,0.009727626459143969
389,0.033807829181494664,0.027689514298683614,0.008896797153024912,0.03914590747330961,0.02882433045846573,0.008896797153024912
432,0.018480492813141684,0.0174403005097934,0.15195071868583163,0.028747433264887063,0.017708612825328682,0.10061601642710473
88,0.1037037037037037,0.07135777998017839,0.018518518518518517,0.05555555555555555,0.05153617443012884,0.011111111111111112
458,0.04304635761589404,0.021798365122615803,0.3511705685618729,0.056291390728476824,0.025431425976385105,0.48
103,0.05194805194805195,0.038174273858921165,0.003246753246753247,0.09415584415584416,0.041908713692946055,0.012987012987012988
418,0.11469534050179211,0.032907662082514735,0.014336917562724014,0.07885304659498207,0.0275049115913556,0.007168458781362007
53,0.818407960199005,0.3566099671739779,0.015267175572519083,0.13432835820895522,0.10056699492688749,0.012437810945273632
77,0.0694006309148265,0.033732800710164226,0.08832807570977919,0.1640378548895899,0.047936085219707054,0.08832807570977919
86,0.05394190871369295,0.05151354221986192,0.016597510373443983,0.0912863070539419,0.05363781200212427,0.008298755186721992
54,0.01485148514851485,0.01257071024512885,1.0,0.01485148514851485,0.01257071024512885,1.0
507,0.22807017543859648,0.13131313131313133,0.0,0.2807017543859649,0.13916947250280584,0.0
327,0.056179775280898875,0.06553030303030304,0.016853932584269662,0.06460674157303371,0.0659090909090909,0.016853932584269662
187,0.002150537634408602,0.000275027502750275,0.9978494623655914,0.025806451612903226,0.003025302530253025,0.8838709677419355
615,0.13013698630136986,0.042632066728452274,0.1506849315068493,0.1095890410958904,0.042632066728452274,0.00684931506849315
1,0.0711864406779661,0.033340792123517565,0.015254237288135594,0.07457627118644068,0.033340792123517565,0.001694915254237288
295,0.1327683615819209,0.011865524060646011,0.06779661016949153,0.22033898305084745,0.1034937376400791,0.07062146892655367
244,0.0413625304136253,0.011292346298619825,0.31295843520782396,0.014598540145985401,0.0056461731493099125,0.3235294117647059
286,0.013513513513513514,0.00101010101010101,0.6027027027027027,0.016216216216216217,0.00202020202020202,0.6
8,0.021505376344086023,0.003288700963119568,0.3064516129032258,0.007168458781362007,0.0009396288466055908,0.12410071942446044
120,0.9721254355400697,0.8755980861244019,0.003484320557491289,0.867595818815331,0.8478468899521531,0.006968641114982578
5,0.028419182948490232,0.004450691028343875,0.8525754884547069,0.014209591474245116,0.004216444132115249,0.34519572953736655
586,0.44155844155844154,0.28422876949740034,0.01948051948051948,0.2857142857142857,0.14471403812824957,0.012987012987012988
177,0.043859649122807015,0.006036684467146506,0.05789473684210526,0.01929824561403509,0.003018342233573253,0.30350877192982456
47,0.12244897959183673,0.038549793483249196,0.23809523809523808,0.09183673469387756,0.0289123451124369,0.23469387755102042
471,0.13304721030042918,0.11815068493150685,0.008583690987124463,0.13733905579399142,0.1141552511415525,0.012875536480686695
494,0.023076923076923078,0.012924071082390954,0.0019230769230769232,0.07115384615384615,0.014001077005923533,0.283495145631068
658,0.027777777777777776,0.017349397590361446,0.01048951048951049,0.034722222222222224,0.02313253012048193,0.014184397163120567
535,0.3333333333333333,0.2465753424657534,0.041666666666666664,0.2777777777777778,0.2100456621004566,0.0
450,0.05307855626326964,0.017930629041740153,0.04103671706263499,0.029723991507430998,0.016166960611405056,0.031982942430703626
