name,baseline_wer,baseline_cer,baseline_pmr,baseline_bleu,baseline_cosine,baseline_indobert,baseline_jw,llm_wer,llm_cer,llm_pmr,llm_bleu,llm_cosine,llm_indobert,llm_jw,symspell_wer,symspell_cer,symspell_pmr,symspell_bleu,symspell_cosine,symspell_indobert,symspell_jw,baseline_indobert_P,baseline_indobert_R,baseline_indobert_F1,llm_indobert_P,llm_indobert_R,llm_indobert_F1,symspell_indobert_P,symspell_indobert_R,symspell_indobert_F1
522,0.16129032258064516,0.11329479768786127,0.2903225806451613,0.8387089112846546,0.9283641733946211,"(0.9131332635879517, 0.9442889094352722, 0.928449809551239)",0.9200778866658292,0.20161290322580644,0.13988439306358383,0.29838709677419356,0.7848991563277089,0.9334107312359462,"(0.9452977180480957, 0.9663629531860352, 0.955714225769043)",0.9204008527023886,0.1693548387096774,0.11676300578034682,0.2903225806451613,0.8193642683245527,0.9230333038245984,"(0.9092438817024231, 0.9430822134017944, 0.9258539080619812)",0.9204543065205734,0.9131332635879517,0.9442889094352722,0.928449809551239,0.9452977180480957,0.9663629531860352,0.955714225769043,0.9092438817024231,0.9430822134017944,0.9258539080619812
479,21.23076923076923,16.63186813186813,0.0,0.0018058902152045708,0.012008636195201108,"(0.3306380808353424, 0.42230814695358276, 0.370892733335495)",0.5134288482159771,17.692307692307693,13.780219780219781,0.0,0.0021346091020393275,0.013164264274104071,"(0.3175305128097534, 0.42699506878852844, 0.36421576142311096)",0.5152381410829471,21.23076923076923,16.53846153846154,0.0,0.0018058902152045708,0.01200186605765726,"(0.3305588960647583, 0.4300723969936371, 0.373805969953537)",0.5124672763671524,0.3306380808353424,0.42230814695358276,0.370892733335495,0.3175305128097534,0.42699506878852844,0.36421576142311096,0.3305588960647583,0.4300723969936371,0.373805969953537
528,1.1666666666666667,0.8858954041204438,0.3627450980392157,0.40750391513875495,0.7093661770343385,"(0.5526434183120728, 0.788463294506073, 0.64982008934021)",0.8411606703811332,0.16666666666666666,0.15689381933438987,0.30337078651685395,0.755740747033269,0.9476925084081073,"(0.9757590293884277, 0.9448020458221436, 0.9600310325622559)",0.8888355412611949,1.1666666666666667,0.8811410459587956,0.3627450980392157,0.40750391513875495,0.7093661770343385,"(0.552596926689148, 0.791944682598114, 0.6509671211242676)",0.8420734786742973,0.5526434183120728,0.788463294506073,0.64982008934021,0.9757590293884277,0.9448020458221436,0.9600310325622559,0.552596926689148,0.791944682598114,0.6509671211242676
365,0.3626943005181347,0.29433139534883723,0.0051813471502590676,0.7104685673392305,0.9312000351180779,"(0.8656865954399109, 0.9295729398727417, 0.8964930772781372)",0.7716014839172599,0.7305699481865285,0.36191860465116277,0.015544041450777202,0.5414604779635546,0.9324415170629109,"(0.7799885272979736, 0.8684403300285339, 0.821841299533844)",0.7554116717546515,0.3626943005181347,0.29433139534883723,0.0051813471502590676,0.7104685673392305,0.9312000351180779,"(0.8636263608932495, 0.9272060394287109, 0.8942875266075134)",0.7725704761653219,0.8656865954399109,0.9295729398727417,0.8964930772781372,0.7799885272979736,0.8684403300285339,0.821841299533844,0.8636263608932495,0.9272060394287109,0.8942875266075134
478,1.1278195488721805,1.4131147540983606,0.0,0.4489182820949649,0.6295504342543802,"(0.6963430047035217, 0.7169560790061951, 0.7064992189407349)",0.6426818105357687,1.3157894736842106,1.540983606557377,0.0,0.3266213807748753,0.6240731801059668,"(0.7156298160552979, 0.7455645799636841, 0.7302905321121216)",0.6437511017098537,1.1278195488721805,1.4142076502732241,0.0,0.4489182820949649,0.6287195387532919,"(0.6963430047035217, 0.7169560790061951, 0.7064992189407349)",0.6426203716045626,0.6963430047035217,0.7169560790061951,0.7064992189407349,0.7156298160552979,0.7455645799636841,0.7302905321121216,0.6963430047035217,0.7169560790061951,0.7064992189407349
482,1.7986111111111112,1.5344488188976377,0.0,0.34353182458565096,0.44216019011763685,"(0.5585110187530518, 0.5306280851364136, 0.5442126393318176)",0.6235328987689971,1.8194444444444444,1.5364173228346456,0.0,0.3409839794023358,0.43393676792048286,"(0.5497423410415649, 0.5227625966072083, 0.5359131097793579)",0.6222658315829924,1.7986111111111112,1.5334645669291338,0.0,0.34353182458565096,0.44216019011763685,"(0.5597921013832092, 0.5292084813117981, 0.544070839881897)",0.6204888978368969,0.5585110187530518,0.5306280851364136,0.5442126393318176,0.5497423410415649,0.5227625966072083,0.5359131097793579,0.5597921013832092,0.5292084813117981,0.544070839881897
568,0.27896995708154504,0.2812318419523533,0.17167381974248927,0.828602578476933,0.9742124289418796,"(0.9383869171142578, 0.9413859248161316, 0.9398840069770813)",0.9154412754324991,0.2575107296137339,0.29110981987216733,0.22317596566523606,0.8965950225430959,0.9895678272822432,"(0.9623589515686035, 0.9513131380081177, 0.9568041563034058)",0.9155619169142326,0.27896995708154504,0.28181289947704824,0.17167381974248927,0.828602578476933,0.9742124289418796,"(0.9377480745315552, 0.9400719404220581, 0.938908576965332)",0.9172130950136144,0.9383869171142578,0.9413859248161316,0.9398840069770813,0.9623589515686035,0.9513131380081177,0.9568041563034058,0.9377480745315552,0.9400719404220581,0.938908576965332
584,0.1339712918660287,0.13101045296167246,0.14832535885167464,0.915328894716452,0.9904850778094714,"(0.9443383812904358, 0.9508281946182251, 0.9475721716880798)",0.9105939083076835,0.1291866028708134,0.13240418118466898,0.13875598086124402,0.9157254777890841,0.9942561800208782,"(0.9489054083824158, 0.9532411098480225, 0.9510682821273804)",0.9126218473640472,0.1339712918660287,0.13101045296167246,0.14832535885167464,0.915328894716452,0.9904850778094714,"(0.944253146648407, 0.950345516204834, 0.9472895264625549)",0.9105939083076835,0.9443383812904358,0.9508281946182251,0.9475721716880798,0.9489054083824158,0.9532411098480225,0.9510682821273804,0.944253146648407,0.950345516204834,0.9472895264625549
66,0.12894736842105264,0.10014409221902017,0.5421052631578948,0.8818588487476895,0.9748357116892283,"(0.980102002620697, 0.989311933517456, 0.9846854209899902)",0.9389269328834108,0.19210526315789472,0.15706051873198848,0.5394736842105263,0.830892312283748,0.9748357116892283,"(0.8649362921714783, 0.8769112825393677, 0.8708826303482056)",0.9032552639417746,0.12894736842105264,0.10014409221902017,0.5421052631578948,0.8818588487476895,0.9748357116892283,"(0.980102002620697, 0.989311933517456, 0.9846854209899902)",0.9389269328834108,0.980102002620697,0.989311933517456,0.9846854209899902,0.8649362921714783,0.8769112825393677,0.8708826303482056,0.980102002620697,0.989311933517456,0.9846854209899902
652,0.06397306397306397,0.025566811384466957,0.2033898305084746,0.8918781344412817,0.9751525101463541,"(0.9613364338874817, 0.9754467606544495, 0.9683402180671692)",0.9230128675562252,0.06397306397306397,0.02942595272551857,0.030612244897959183,0.8892820032973341,0.9907707357134233,"(0.9621521830558777, 0.9779257774353027, 0.9699748158454895)",0.905338204924963,0.06397306397306397,0.027496382054992764,0.2033898305084746,0.8918781344412817,0.9751525101463541,"(0.9614515900611877, 0.9736591577529907, 0.9675168395042419)",0.9205248687652198,0.9613364338874817,0.9754467606544495,0.9683402180671692,0.9621521830558777,0.9779257774353027,0.9699748158454895,0.9614515900611877,0.9736591577529907,0.9675168395042419
